Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
1566	H0E1S0	0.001	16	3	0.1	1	0	100.log	2.2539	0.8806	0.8588	2.2539	0.8250	0.7993
804	H0E1S0	0.001	64	2	0.1	0	0	100.log	2.2538	0.8257	0.8102	2.2538	0.7994	0.7834
1696	H0E1S0	0.0001	16	2	0.2	1	0	100.log	2.2538	0.9347	0.8871	2.2538	0.9387	0.8926
1536	H0E1S0	0.001	64	3	0.2	1	0	100.log	2.2538	0.9346	0.8876	2.2538	0.9379	0.8924
1488	H0E1S0	0.001	64	2	0.1	0	0	100.log	2.2539	0.8809	0.8584	2.2539	0.8252	0.7990
63	H0E1S0	0.01	32	2	0.1	0	0	100.log	2.2534	0.6223	0.5906	2.2533	0.6858	0.6427
1471	H0E1S0	0.001	16	2	0.2	0	0	100.log	2.2538	0.9345	0.8870	2.2538	0.9386	0.8925
385	H0E1S0	0.01	16	3	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1144	H0E1S0	0.01	32	3	0.1	1	0	100.log	2.1808	0.8367	0.8571	2.2045	0.6667	0.7268
802	H0E1S0	0.0001	16	2	0.2	0	0	100.log	2.2530	0.8463	0.8487	2.2530	0.8319	0.8640
957	H0E1S0	0.01	16	3	0.2	0	0	100.log	1.1690	0.9350	0.8882	1.1617	0.9377	0.8925
337	H0E1S0	0.01	16	4	0.2	0	0	100.log	2.2503	0.5702	0.6725	2.2530	0.3835	0.4298
1388	H0E1S0	0.001	16	3	0.2	0	0	100.log	0.8933	0.9347	0.8882	0.8833	0.9378	0.8928
669	H0E1S0	0.001	32	2	0.2	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1225	H0E1S0	0.0001	64	3	0.2	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1289	H0E1S0	0.01	16	4	0.2	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
360	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.2140	0.8367	0.8571	2.2241	0.6711	0.7371
831	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.2538	0.8550	0.8046	2.2538	0.8415	0.7846
1235	H0E1S0	0.001	64	3	0.1	0	0	100.log	1.1983	0.8571	0.8690	2.5611	0.7289	0.7839
324	H0E1S0	0.0001	16	4	0.2	0	0	100.log	2.2515	0.8658	0.8593	2.2512	0.9007	0.8856
801	H0E1S0	0.0001	16	3	0.2	0	0	100.log	2.2497	0.8549	0.7969	2.2493	0.9090	0.8869
797	H0E1S0	0.001	16	4	0.2	0	0	100.log	2.2538	0.5556	0.7424	2.2538	0.5385	0.6358
208	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.2214	0.8757	0.8828	2.2306	0.7092	0.7540
1458	H0E1S0	0.01	64	2	0.2	0	0	100.log	2.2533	0.8346	0.7816	2.2534	0.8226	0.7555
121	H0E1S0	0.001	32	2	0.1	1	0	100.log	2.2539	0.5000	0.5000	2.2539	0.5000	0.5000
339	H0E1S0	0.0001	32	2	0.1	0	0	100.log	2.2536	0.8523	0.8563	2.2536	0.8795	0.8829
196	H0E1S0	0.0001	16	2	0.2	0	0	100.log	2.2538	0.9340	0.8867	2.2538	0.9383	0.8924
404	H0E1S0	0.01	16	3	0.2	0	0	100.log	1.1983	0.8571	0.8690	2.5611	0.7289	0.7839
1126	H0E1S0	0.0001	32	3	0.2	0	0	100.log	2.2418	0.9348	0.8877	2.2417	0.9381	0.8924
