Graph Number,Distortion
146,0.412531585387644
47,0.361011100758422
39,0.22139761432312816
27,0.3634205139676193
126,0.134852082203355
121,0.17516078716477151
25,0.37713039583555863
167,0.3072495984183893
79,0.38361848050379055
174,0.2091027143576069
48,0.19174145184490102
90,0.2743301279447565
144,0.27219513322653155
210,0.32259156830626023
128,0.2645583777121668
209,0.3218202013436494
63,0.2627880645650478
131,0.4231878080810182
94,0.3571615211407869
108,0.22787704255074567
95,0.2756576531109333
6,0.2178238021652821
163,0.2959596467243962
29,0.22956930295572814
113,0.3143526593743416
188,0.29472799707402497
109,0.3586487237148888
153,0.3358359754882919
195,0.3248584393495075
197,0.12633628897830793
179,0.362865709782419
76,0.273562436122155
187,0.32811493134094616
26,0.3378840228463887
70,0.3465069763329689
36,0.2731042685866564
5,0.29780951315577325
98,0.27891964290724097
152,0.31174837335596167
136,0.20401400993228105
91,0.31006800296692427
155,0.24785448777572644
111,0.3482951076331097
43,0.26554326373898623
185,0.23014765632205747
110,0.3357448152164738
44,0.3283305430387541
89,0.4075774984511319
41,0.149070965512915
182,0.3058143571661373
141,0.29606629039958837
159,0.21396360227567993
145,0.34157273958292755
148,0.2641192477777713
18,0.3056395412639063
164,0.32671222540048245
135,0.3844175303065357
204,1.261607848843596
22,0.267912679380271
83,0.2341429969117296
7,0.19615795364933708
191,0.3771300676619264
178,0.24701305512496463
208,1.0117501618039717
117,0.34752012942555266
115,0.254335200398618
203,0.34048223330782185
168,0.685909134702056
139,0.24723220470709403
21,0.323696225322531
138,0.2197348454217479
160,0.3453949710849004
102,0.24813398922652538
19,0.31395924204677855
127,0.260717963087707
118,0.344311845610563
14,0.39613347107553604
40,0.3177101682087193
162,0.3043634617657671
54,0.27473394193023964
183,0.6936200281725519
199,0.37443639401527723
112,0.3321724385172381
158,0.276714638177935
166,0.26172201251085425
73,0.4066540487980222
190,0.2310725502939752
170,0.29695408559332875
80,0.3394603109271118
49,0.2973004809937394
130,0.3131010468766324
207,1.2769574567639381
37,0.3454108275355081
66,0.21632796541309426
68,0.36313875123247047
142,0.34442280149421284
103,0.3225955233058468
206,0.2997180204717047
177,0.254725990838402
71,0.3505949946758391
60,0.3480102510562644
85,0.25366875845036396
52,0.3115979414346045
87,0.2391364472466814
72,0.4030881355449215
92,0.33794482537680365
101,0.24271334661169233
143,0.2681584223268423
149,0.37882532709459965
78,0.4284539888729163
147,0.17771578538358965
196,0.7398646718391433
169,0.3491403400435853
59,0.31234904457648033
184,0.24593746293505728
51,0.2132177562727824
198,0.32805487903043645
123,0.36755972838295886
33,0.34996940284374173
93,0.41533701922454225
100,0.35461670184045874
88,0.3681835615560839
211,0.9374710271852398
116,0.28259495237778015
194,0.3620449302031399
69,0.36426351132049894
150,0.3882612107603495
124,0.24050057396732505
189,0.15173671491073354
12,0.3428867957296277
9,0.4131345677008741
61,0.36809981476188475
175,0.3728168330135148
137,0.29972370468118326
176,0.3395896809949182
65,0.35638087371654287
77,0.36742350668006524
140,0.2977585317103691
64,0.2538521772267399
45,0.2593451493762024
74,0.34963706605855815
192,0.21231939109389114
11,0.40953259175018764
20,0.4433715423660289
171,0.27435920268545444
97,0.2675759244043381
13,0.3792815916454207
10,0.447833404783335
15,0.13844015775970453
24,0.35554115291822086
181,0.26400411085930103
28,0.4094741454475221
81,0.2460038000870063
156,0.25798882261882705
58,0.21524911559318144
57,0.28488962385152095
157,0.21065612027712677
84,0.3073631164712272
17,0.36565562675387653
120,0.3342929299903074
46,0.4143028086622071
202,0.32847763433300986
104,0.4087216393152058
38,0.1365020836015996
205,0.4131202444766103
4,0.2943503091585577
2,0.26271718710172975
35,0.30281415183910926
56,0.2641027259741997
99,0.3342823490747676
23,0.20075577892391203
75,0.3469685263734934
173,0.32669973602479463
180,0.3116348695483203
32,0.3773078682671812
119,0.3424928278770535
132,0.3307164075943249
1,0.2452019035918257
82,0.2779924343776559
67,0.37837288680453335
105,0.22714881690159416
165,0.35446548499324626
55,0.35194085442693046
154,0.16086491605694536
34,0.32351475897105536
133,0.37815166625743857
125,0.6561124232784663
172,0.20552051320969694
42,0.23676033171126104
134,0.23911767204832549
62,0.37358224214577673
122,0.26294753745692423
16,0.36792803540010294
200,0.28556301541654366
30,0.39489131273216177
31,0.3832000900300052
193,0.14416755173014134
201,0.3047289563167903
107,0.34886965664021424
114,0.324733807239269
53,0.8027387737028562
50,0.22308005414350807
8,0.31536606204595885
96,0.3199482376563403
86,0.20550678654922447
161,0.2895872277609828
0,0.291399624843263
129,0.16588527930291325
106,0.3752917306133271
3,0.24065208840104066
151,0.346547215548912
186,0.2755292438511256
