Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
551	H0E1S0	0.01	16	4	0.2	1	0	60.log	3.0400	0.5802	0.6590	2.3452	0.4815	0.4835
351	H0E1S0	0.01	64	3	0.1	0	0	102.log	6.3374	0.6289	0.7250	5.8480	0.5908	0.5783
247	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
413	H0E1S0	0.01	32	3	0.1	0	0	86.log	4.4187	0.5900	0.5494	4.1995	0.5725	0.5731
262	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
791	H0E1S0	0.0001	16	4	0.2	0	0	14.log	2.2527	1.0000	1.0000	2.2536	0.0000	0.3833
598	H0E1S0	0.001	32	3	0.2	1	0	37.log	2.2536	1.0000	1.0000	2.2537	0.4800	0.5193
269	H0E1S0	0.001	16	4	0.2	0	0	39.log	2.2539	0.9150	0.8614	2.2539	0.7200	0.6457
844	H0E1S0	0.001	64	4	0.1	0	0	3.log	2.2538	1.0000	1.0000	2.2538	0.2500	0.5000
596	H0E1S0	0.0001	16	4	0.1	1	0	37.log	2.2538	1.0000	1.0000	2.2538	0.5600	0.5393
444	H0E1S0	0.01	32	4	0.2	1	0	106.log	2.2538	0.7426	0.8287	2.2538	0.5059	0.4916
424	H0E1S0	0.001	16	4	0.1	1	0	53.log	2.2539	0.6250	0.5833	2.2539	0.6000	0.5711
215	H0E1S0	0.01	32	2	0.1	0	0	89.log	2.0324	0.7492	0.6827	1.7552	0.6952	0.6019
795	H0E1S0	0.001	64	3	0.2	0	0	14.log	2.2466	1.0000	1.0000	2.2505	0.3333	0.6333
507	H0E1S0	0.001	64	3	0.1	1	0	112.log	2.5659	0.7200	0.7039	1.4522	0.7574	0.8055
603	H0E1S0	0.01	64	2	0.1	1	0	37.log	2.2474	1.0000	1.0000	2.2512	0.6000	0.5926
19	H0E1S0	0.01	32	4	0.1	0	0	125.log	3.6324	0.5350	0.5000	3.2918	0.5547	0.5290
417	H0E1S0	0.001	32	4	0.2	1	0	14.log	2.2538	1.0000	1.0000	2.2538	0.5000	0.5833
112	H0E1S0	0.01	64	3	0.1	0	0	108.log	4.3701	0.6775	0.6153	4.5270	0.6856	0.6243
252	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
772	H0E1S0	0.0001	16	4	0.1	0	0	14.log	2.2536	1.0000	1.0000	2.2536	1.0000	1.0000
857	H0E1S0	0.0001	64	2	0.1	0	0	3.log	2.2537	1.0000	1.0000	2.2538	0.3333	0.6333
650	H0E1S0	0.01	32	4	0.2	0	0	4.log	2.2509	1.0000	1.0000	2.2522	0.4000	0.4693
343	H0E1S0	0.01	32	4	0.2	0	0	112.log	1.5111	0.7760	0.7354	2.3065	0.6730	0.5923
520	H0E1S0	0.001	64	3	0.1	1	0	112.log	2.5659	0.7200	0.7039	1.4522	0.7574	0.8055
21	H0E1S0	0.01	32	4	0.1	0	0	151.log	2.0665	0.7421	0.6973	3.2008	0.5538	0.5271
363	H0E1S0	0.01	64	3	0.2	1	0	165.log	4.5692	0.6912	0.6696	6.6417	0.5656	0.5660
866	H0E1S0	0.01	64	4	0.2	0	0	2.log	2.2482	1.0000	1.0000	2.2498	0.8889	0.9167
126	H0E1S0	0.01	64	3	0.2	1	0	135.log	5.2258	0.6224	0.6890	3.7841	0.5740	0.5806
62	H0E1S0	0.01	64	3	0.2	0	0	79.log	2.2531	0.6100	0.6440	2.2533	0.4898	0.4893
756	H0E1S0	0.001	64	2	0.1	0	0	14.log	2.2529	1.0000	1.0000	2.2528	0.3333	0.6333
780	H0E1S0	0.0001	64	4	0.2	0	0	14.log	2.2538	1.0000	1.0000	2.2538	0.9444	0.9167
619	H0E1S0	0.01	64	4	0.1	0	0	52.log	8.1831	0.6296	0.5786	13.6657	0.5324	0.5186
766	H0E1S0	0.01	32	3	0.2	0	0	14.log	2.2538	1.0000	1.0000	2.2538	0.2222	0.4444
639	H0E1S0	0.01	16	3	0.2	0	0	39.log	2.2536	0.7778	0.8667	2.2536	0.5510	0.6181
867	H0E1S0	0.01	64	3	0.2	0	0	7.log	2.2539	0.5000	0.5000	2.2539	0.5000	0.5000
0	H0E1S0	0.01	32	4	0.2	1	0	96.log	2.4692	0.5547	0.6563	2.0032	0.4976	0.4721
287	H0E1S0	0.001	32	3	0.1	0	0	33.log	2.2535	0.5000	0.5667	2.2534	0.8438	0.8335
787	H0E1S0	0.01	64	2	0.2	1	0	14.log	2.2537	1.0000	1.0000	2.2537	0.8750	0.8000
